name,wgt_avg,overall_score,style_score,abv,est_cal,beer_desc,ibu,mean
Stone Imperial Russian Stout - Bourbon Barrel,4.21,100,99,10.8%,324,"
        The beer is Stone Imperial Russian Stout, and it was aged for about a year in a used bourbon barrel. From that wooden cask, we were only able to keg up very little.
      ",DNE,DNE
Russian River Supplication,4.15,100,100,7.75%,232,"
        Brown ale aged in Pinot Noir wine barrels for one year with sour cherries, Brettanomyces yeast, and Lactobacillus & Pedicoccus bacteria.
      ",DNE,DNE
Stone Imperial Russian Stout,4.18,100,99,10.5%,315,"
        ""There’s no question that Stone Imperial Stout is revered among enthusiasts,"" states Stone CEO Greg Koch. ""I know, because I’m one of ’em and I can hardly wait for it to come out each year!""

Some may think that a late Spring release for a special brew of this sort is an odd time for it to come out onto the market. Koch justifies this with the rationalization ""What better than a warm time of year to come out with a brew that tastes great as it warms up!""

That’s because ""ice cold"" is certainly not the appropriate way to serve the beer. Nearly without exception, the darker, richer and more alcoholic a brew is, the warmer the serving temperature should be. The Stone Imperial Stout label describes the brew as being ""intensely aromatic (notes of anise, black currants, coffee, roastiness and alcohol) and heavy on the palate...expect this mysterious brew to pour like used motor oil and taste even heavier! Serve at 55 degrees.""

      ",DNE,DNE
Hangar 24 Barrel Roll: Pugachev Royale,4.13,100,99,16.3%,489,"
        Pugachev Royale is a more developed version of Cobra. We added cacao nibs and vanilla beans to a select few barrels of Pugachev’s Cobra during its eight months in Bourbon Barrels, then transferred it to brandy barrels for an additional 10 months of aging. Royale displays sweet, ripe fruit notes doused with incredible chocolate aromatics.  This is a truly decadent beer to be saved for a special occasion, and will evolve in the cellar for years to come. Approximately 400 hand-numbered 11.2 oz bottles will be available in the Tasting Room only. Purchases of Royale will be limited to one per guest. ",DNE,4.25/5.0
Lost Abbey Box Set: Track #6 (Highway to Hell),4.12,100,100,14.3%,429,"
        For the past two years The Lost Abbey has released a winter barrel aged blended strong ale. This amazing blend of beer has focused on a marriage between Bourbon Barrel Aged Serpents Stout and Brandy Barrel Aged Angel’s Share. We believe it’s one of the most amazing barrel releases we do each fall.

But in the spirit of old recordings and records I started thinking what would happen if we played this one in reverse? Would we hear the Demon himself on the record? So with that, we flipped the blend on its ears and spun it backwards. The result is a blend of Brandy Barrel Aged Serpent’s Stout and some Bourbon Barrel Aged Angel’s Share.

It’s still an epic struggle between good and evil, only this time we slowed it down and played it in reverse.
      ",DNE,DNE
Lost Abbey Box Set: Track #10 (Bat out of Hell),4.11,100,99,12%,360,"
        Late in November of 2011, Mike Rodriguez our head brewer asked about creating a Coffee and Cacoa Nib version of Serpent’s Stout for the San Diego Strong Ale Festival. The beer was a hit with our fans. When we wrote up the syllabus for the Ultimate Box Set, we knew a version of this beer would be included. We waited until the very end of the release schedule to put this beer in a bottle so that the coffee and cacoa nibs really come through. Four Bourbon barrels were selected for their rich and dense chocolate flavors. One week before packaging, we added 17 lbs of Ryan Brothers Coffee and 4 lbs of TCHO Cacao Nibs were added to the coffee and cacao to steep before packaging.
      ",DNE,DNE
AleSmith Speedway Stout - Vanilla & Coconut,4.12,100,99,12%,360,"
        Speedway Stout with coconut and vanilla added.",DNE,DNE
Lost Abbey Duck Duck Gooze ,4.11,100,100,7%,210,"
        In Belgian brewing there are fantastic wild ales brewed with naturally occurring yeast. These beers develop over time and are ready on their own terms. Duck Duck Gooze is our homage to these effervescent and wonderfully complex sparkling beers. A blend of young and old barrel aged beers we expect this to be one of our most sought after beers year after year as it will be released in very small quantities. Available in 375 and 750ml bottles.
",DNE,DNE
Russian River Consecration,4.14,100,100,10%,300,"
        Ale with currants added and aged in oak barrels.",DNE,DNE
Russian River Beatification (Batch 002 +),4.11,100,100,6%,180,"
        Although we enjoyed aging Batch #1 in used La Folie barrels from New Belgium Brewery, one of which was the renowned PH1 barrel, Batch #2 is something completely different.  After a trip to Belgium in 2006, Vinnie successfully tried his hand at spontaneous fermentation using traditional, and not so traditional, Lambic methods.  Out of respect for our Belgian brewing friends, we call this style “Sonambic”, a portmanteau between Sonoma and Lambic.
",DNE,DNE
Lost Abbey The Angels Share - Bourbon Barrel,4.14,100,100,12.5%,375,"
        ",DNE,DNE
North Coast Old Rasputin (Bourbon Barrel),4.12,100,99,12.1%,363,"
        Seems hard to believe that we’ve been making Old Rasputin for 10 years now, but that’s what’s happened. And, to celebrate the occasion, we’ve brewed a special small batch that’s been aged for 9 months in some 12 year-old bourbon barrels. It’s bottled in 500 ml bottles with a cork and wired finish and a special commemorative label ---- and it’s amazing. The depth, intensity and complexity of the flavor profile make it a worthy tribute to this fine beer.
",38,DNE
Port Brewing Older Viscosity,4.11,100,100,12%,360,"
        100% Bourbon Barrel Aged Strong Ale.  This is the oak aging beer which makes up the oak aged portion found in our Old Viscosity.  This is aged in Heaven Hill Bourbon Barrels for 6 months.
      ",DNE,DNE
Great Divide Yeti Imperial Stout - Oak Aged ,4.16,100,99,9.5%,285,"
        Crack open Yeti Imperial Stout’s sophisticated sibling -- Oak Aged Yeti Imperial Stout.  Although these beers come from the same clan, they have entirely different personalities.  Aging on a blend of French and toasted oak chips infuses a subtle oak and vanilla character into Yeti’s already intense chocolate, roasted coffee malt flavor and hugely assertive hop profile.  Who says you can’t tame a Yeti?  75 International Bittering Units (IBUs).
      ",DNE,DNE
Avery Uncle Jacob’s Stout,4.11,100,98,16.9%,507,"
        Jacob Spears, our 6th Great Grand Uncle, is credited as the first distiller to label his whiskey ""Bourbon."" He built his distillery in Bourbon County, Kentucky in 1790 - 203 years before began brewing.  While obviously a bit too late to produce Uncle Jacob’s wash, we’ve instead created something far more complex. In his honor, we present this robust, silky smooth, full-bodied and altogether extremely American rendition of an Imperial Stout aged for 6 months in the very finest bourbon barrels.  This explains a lot about our penchant for big brews! It’s in our blood!  
",DNE,DNE
Great Divide Yeti Imperial Stout - Espresso Oak Aged ,4.12,100,99,9.5%,285,"
        Espresso Oak Aged Yeti Imperial Stout is a new addition to the Yeti clan.  A generous infusion of Denver’s own Pablo’s espresso adds yet another layer of complexity to this beer, combining with the vanilla oak character, intense roasty maltiness and bold hop profile to create a whole new breed of mythical creature. It’s official, you can now have Yeti with breakfast.
",DNE,DNE
Oskar Blues Ten FIDY,4.1,100,98,10.5%,315,"
        This titanic, immensely viscous stout is loaded with inimitable flavors of chocolate-covered caramel and coffee and hide a hefty 98 IBUs underneath the smooth blanket of malt.  Ten FIDY (10.5% ABV) is made with enormous amounts of two-row malt, chocolate malt, roasted barley, flaked oats and hops. Ten FIDY is the ultimate celebration of dark malts and boundary-stretching beer.
      ",98,DNE
Avery Barrel-Aged Series 36 - Callipygian,4.09,100,98,17.4%,522,"
        Stout aged in bourbon barrels with coffee, cocoa, cocoa nibs, and vanilla bean added.
​She was twerking well before the word was in our vernacular. A true trailblazer. A mover and a shaker of monumental proportions. Our muse and inspiration for this full-bodied, bodacious, and well-rounded stout. You know we love big stouts and we cannot lie!
      ",DNE,DNE
Oskar Blues Ten FIDY - Barrel Aged,4.12,100,99,12.9%,387,"
        Aged through four seasons and from a blend of the top Bourbons around, this Ten Fidy has morphed into a monster of cranked up flavor. Espresso, burnt sugar, rich chocolate, caramel notes are now driving alongside the vanilla, oak, bourbon from the barrel and been smoothed out during maturation. Even at 12.9% (75 IBUs) it is cool and drinkable, letting each sip add more and more complexity.
      ",75,DNE
Great Divide Yeti Imperial Stout,4.09,100,98,9.5%,285,"
        Great Divide’s Yeti Imperial Stout is an onslaught of the senses.  An almost viscous, inky-black brew, Yeti opens with a massive, roasty, chocolate, coffee malt flavor that eventually gives way to rich toffee and burnt caramel notes.  Packed with an enormous quantity of American hops, Yeti’s hop profile reveals a slightly citrusy, piney, and wonderfully dry hoppy finish.  75 International Bittering Units (IBUs).
      ",75,DNE
Oskar Blues Ten FIDY - Stranahan’s Colorado Whiskey Barrel,4.05,100,97,9.4%,282,"
        Ten FIDY’s huge-but-comforting flavors hide a hefty 10.0% and 98IBU. This version is aged in whiskey barrels from Stranahan’s Colorado Whiskey (Denver, CO) to create an even trippier extreme beer.
",DNE,DNE
Crooked Stave Nightmare on Brett (Raspberry),4.05,100,99,9.67%,290,"
        Dark sour ale aged in Leopold Brothers whiskey barrels with raspberries.
      ",DNE,DNE
Great Divide Yeti Imperial Stout - Barrel Aged,4.03,100,97,12.2%,366,"
        Barrel Aged Yeti Imperial Stout has been aged for 20 months in used barrels from Stranahan’s Colorado Whiskey, Colorado’s only whiskey maker. The rich and robustly roasted beer of 12.2% ABV and 75 International Bittering Units (IBUs) picks up flavors of oak, vanilla and whiskey through the extended aging process. These flavors add greater complexity to the already rich beer, while tempering its assertive nature.
",75,DNE
Casey The Cut: Balaton Cherry,4.01,100,99,5%,150,"
        The Cut series is Oak Theory aged on whole CO fruit, more than twice the amount of Fruit Stand. The Cut: Balaton Cherry is 2 barrels of Oak Theory selected for their unique funk profile and aged for over a month on 2.5 pounds of hand-picked (by Troy) Balaton sour cherries from Hotchkiss, CO. We’ve been patiently holding onto these cherries since July last year, just waiting for the perfect barrels to present themselves. We were very tempted to use them in Fruit Stand, but held off and waited for Oak Theory to come to fruition. We’re glad we did! This is the best beer Troy has ever made, hands down. 
      ",DNE,4.14/5.0
Crooked Stave Petite Sour Hibiscus & Cinnamon (Apple/Peach Whiskey),4.01,100,99,5.5%,165,"
        Aged in Leopold Apple and Peach Whiskey barrels
      ",DNE,DNE
Avery Tweak,4.02,100,97,17.81%,534,"
        Re-named BA Meph Addict.",DNE,DNE
Great Divide Yeti Imperial Stout - Chocolate Oak Aged ,4,100,96,9.5%,285,"
        We toned down the hops a bit to allow cocoa nibs to contribute some pleasing bitterness, while vanilla notes from the oak combine with the cocoa to create an aroma and flavor akin to a gourmet chocolate bar. A dash of cayenne keeps things lively, adding just a bit of heat to the finish. A Yeti for summer? Hell yes.
      ",DNE,DNE
Medovina Sweet Melissa,3.99,100,99,14%,420,"
        Sweet Melissa is similar to Classic Mead, except that it has more honey and a much sweeter, distinctively honey finish. It is a heavy bodied and heavenly mead - definitely in the dessert category. It has slightly higher acidity than our drier meads; this balances out the sweetness.
      ",DNE,DNE
Casey Brett Loves Citra,3.98,100,100,6%,180,"
        This is our version of the collaboration brew with Roaring Fork Beer Company. 100% Brettanomyces oak fermented hoppy farmhouse ale made with Citra hops. Tastes like straight pineapple juice. 
      ",DNE,DNE
Avery Mephistopheles Stout,3.98,100,95,15.4%,462,"
        Mephistopheles is the crafty shape shifter, the second fallen angel. Amazingly complex, coal black, velvety and liqueurish, this demon has a bouquet of vine-ripened grapes, anise and chocolate covered cherries with flavors of rum-soaked caramelized dark fruits and a double espresso finish. 
Mephistopheles is the final installment of ""The Demons of Ale"" series.
",DNE,DNE
