review_count,style_score,brewer,wgt_avg,beer_img,state,beer_rank,overall_score,beer_style,beer_name,abv,est_cal,mean,ibu,beer_desc
44,87,Yazoo Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_247801.jpg",TENNESSEE,6,97,Sour Red/Brown,Yazoo Embrace the Funk Series: Deux Rouges,6.2%,186,/,11,Flemish Sour Red ale aged 13 months in fresh Merlot barrels. Red colored wax seal.
164,97,Blackberry Farm,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_185933.jpg",TENNESSEE,5,98,Saison,Blackberry Farm Classic Saison,,,/,189,"This is a Belgian-style farmhouse ale. The aroma is dominated by fruity esters reminiscent of citrus fruits along with a moderate earthy and floral hop aroma from the use of Noble-type hops in the brewing process. Has a deep gold, hue that is often hazy, and a voluminous head on pouring as a result of the bottle-conditioning and high natural carbonation. The beer is medium-bodied and has a very refreshing effervescence which, along with a fairly low alcohol content, makes this a beer to be enjoyed on a warm day by itself or with a wide range of foods, whether casual or fine dining. Complex flavors and aromas in this beer are a result of the special yeast used in fermentation combined with the additional complexity added by bottle-conditioning in large bottles for at least six weeks before being released."
290,99,Yazoo Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_107315.jpg",TENNESSEE,4,98,Smoked,Yazoo SUE,9.1%,273,/,,"The south is famous for smoking everything. Why not beer? Sue is a big, rich, smoky malt bomb of a beer, with mellow smokiness coming from barley malts smoked with cherry wood, and assertive bitterness from Galena and Perle hops to cleanse the finish."
15,98,Blackberry Farm,3.81,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_410855.jpg",TENNESSEE,3,98,Saison,Blackberry Farm Noble Cuvee Dry Hop Saison (2016),6.3%,189,4.03/5.0,,"2016 edition features French Triskel and French Strisselspalt hops and a grain bill of floor-malted Pilsner, floor-malted Wheat, and floor-malted Dark."
83,98,Blackberry Farm,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_347467.jpg",TENNESSEE,2,99,Saison,Blackberry Farm Summer Saison,,45,/,,"A hop forward farmhouse ale with complex aromas of fruit and a balanced bitterness.
MALTS: Weyermann Floor Malted Pilsner, Floor Malted Dark, Cara-Foam and Abbey Malt
HOPS: Australian Summer, Citra
YEAST: Classic Saison"
18,87,Wiseacre Brewing,3.86,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_309748.jpg",TENNESSEE,1,99,Imperial Stout,Wiseacre Astronaut Status,10.5%,315,4.05/5.0,,Taste The Rarity
7,,"Dempseys Brewery, Pub & Restaurant",2.91,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_71086.jpg",SOUTH DAKOTA,24,,Amber Ale,Dempseys Valkyrie Red,,,2.9/5.0,168,"Our german style Oktoberfest Brew, made year round."
5,,Crow Peak Brewing Company,3.02,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_178080.jpg",SOUTH DAKOTA,23,,Amber Ale,Crow Peak Easy Livin’ Summer Ale,,26,3.1/5.0,,
8,,Crow Peak Brewing Company,3.14,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_155901.jpg",SOUTH DAKOTA,22,,Irish Ale,Crow Peak Redwater Ale,6.5%,195,3.24/5.0,20,Malt dominant beer with caramel flavors. Moderately low hop bitterness off sets the malty sweetness.
5,,Crow Peak Brewing Company,3.08,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74616.jpg",SOUTH DAKOTA,21,,Oktoberfest/Märzen,Crow Peak Roughlocktoberfest,5.5%,165,3.48/5.0,,
7,,Firehouse Brewing Company (SD),3.37,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_80422.jpg",SOUTH DAKOTA,20,0,Porter,Firehouse Honey Rye Porter,5%,150,3.51/5.0,,"This is a special autumn multi-grain porter with the addition of wildflower honey. The malted German rye contributes a minty/earthy note not found in any other malted cereal grains. This beer is quite a bit sweeter than a sweet stout and, as a result of the honey addition, is ligher in body."
6,,Firehouse Brewing Company (SD),3.05,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_20991.jpg",SOUTH DAKOTA,19,0,Porter,Firehouse Strong Arm Porter,,,3.13/5.0,,"Malted barley roasted at a high temperature provides a 
chocolate note to this medium-bodied brown ale. Cluster
and Willamette hops are used to create this traditional 
British ale."
6,,Firehouse Brewing Company (SD),3.15,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_35383.jpg",SOUTH DAKOTA,18,0,Porter,Firehouse Prodigy Porter,,,3.57/5.0,,
6,,Firehouse Brewing Company (SD),2.55,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_57997.jpg",SOUTH DAKOTA,17,0,Golden Ale/Blond Ale,Firehouse Brewers Golden,,,2.3/5.0,,"The Firehouse’s lightest ale. Light in body and bitterness, but great on taste. An easy beer to try for those unaccustomed to micro-brews."
55,9,Crow Peak Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_136760.jpg",SOUTH DAKOTA,16,11,Cream Ale,Crow Peak Canyon Cream Ale,,10,/,,"A light bodied ale with malty dominated flavor. Very low hop bitterness, flavor, and aroma."
24,38,Firehouse Brewing Company (SD),2.8,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_20984.jpg",SOUTH DAKOTA,15,24,Wheat Ale,Firehouse Wilderness Wheat,,,2.78/5.0,108,"A light crisp, refreshing and drinkable ale featuring the finest Saaz
hops the Czech Republic has to offer.  It is our most popular beer."
13,48,Firehouse Brewing Company (SD),3.07,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_20986.jpg",SOUTH DAKOTA,14,43,Premium Bitter/ESB,Firehouse Buffalo Bitter,4.9%,147,3.12/5.0,18,"Buffalo Bitter is a moderately bitter, copper-colored ale 
which is brewed with crystal malt imported from the 
United Kingdom. Mount Hood hops from Oregon provide
hop aroma."
22,62,Firehouse Brewing Company (SD),3.12,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_16021.jpg",SOUTH DAKOTA,13,45,Amber Ale,Firehouse Red,,,3.15/5.0,123,Crystal malt gives this medium bodied ale its pleasant and refreshing flavor. Cluster and Willamette hops are introduced at various times during the brewing process to provide bitterness and aroma.
157,22,Crow Peak Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74614.jpg",SOUTH DAKOTA,12,46,India Pale Ale (IPA),Crow Peak Eleventh Hour IPA,,,/,195,"Hop aroma and flavor dominate this IPA. However, the malt character of this deep amber colored ale nicely balances the hop component thus avoiding a harsh bitterness. A truly quaffable beverage!"
11,22,Fernson Brewing Company,3.14,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_339911.jpg",SOUTH DAKOTA,11,46,India Pale Ale (IPA),Fernson IPA,7%,210,3.21/5.0,70,"The hunter who chases two rabbits catches neither one. Until now. In pursuit of an IPA that doesn’t wear out your palate, we created Fernson IPA with the hop character you expect, balanced by a malty backbone. Smooth and not overly bitter, we are proud to offer an India Pale Ale made in South Dakota. The hunt is over."
15,22,Fernson Brewing Company,3.15,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_339910.jpg",SOUTH DAKOTA,10,47,Saison,Fernson Farmhouse Ale,4.5%,135,3.21/5.0,28,"Good things come to those who wait. For Belgian farmers, it was the beer they brewed over the long winter months to produce a refreshing Saison for their seasonal workers to enjoy. Our Farmhouse Ale pays tribute to those innovators, who rewarded their farm hands with up to 5 liters for a day’s work. Light, crisp, and semi-tart, this Farmhouse Ale will please your palate."
37,83,Firehouse Brewing Company (SD),3.13,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_20988.jpg",SOUTH DAKOTA,9,49,English Pale Ale,Firehouse Chukkar Ale,,,3.16/5.0,159,"Hallertauer hops from the Yakima Valley of Washington State
give this English style pale ale its distinctive flavor and hoppiness.  A large amount of malted barley is used in the brewing process which gives Chukkar Ale a full, rich body and a relatively high alcohol content."
14,50,Crow Peak Brewing Company,3.13,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74611.jpg",SOUTH DAKOTA,8,49,Brown Ale,Crow Peak Bear Butte Brown Ale,,,3.19/5.0,180,"Hop aroma and flavor dominate this IPA. However, the malt character of this deep amber colored ale nicely balances the hop component thus avoiding a harsh bitterness. A truly quaffable beverage!"
9,,Sick N Twisted Brewing Company,3.19,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_187115.jpg",SOUTH DAKOTA,7,55,Imperial IPA,Sick N Twisted Hop On Top IPA,,,3.3/5.0,300,
14,74,Crow Peak Brewing Company,3.21,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_218458.jpg",SOUTH DAKOTA,6,58,Spice/Herb/Vegetable,Crow Peak Mjollnir,,,3.29/5.0,198,
12,18,Sick N Twisted Brewing Company,3.31,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_187116.jpg",SOUTH DAKOTA,5,68,Imperial Porter,Sick N Twisted Panty Droppin’ Porter,8%,240,3.43/5.0,34,"This brew will rock your socks off, not to mention your panties! Rich chocolate flavors sinfully seduce you to shed your inhibitions. This medium-bodied beauty is exploding with a rich, creamy head and a smooth coffee finish."
25,69,Firehouse Brewing Company (SD),3.31,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_16022.jpg",SOUTH DAKOTA,4,69,Dry Stout,Firehouse Smoke Jumper Stout,,,3.37/5.0,120,This dry stout features a roasty coffee-like bitterness and a clean well balanced palate. A gentle hop bitterness is present. Fantastic with a meal or by itself.
9,,Firehouse Brewing Company (SD),3.32,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_20990.jpg",SOUTH DAKOTA,3,70,Brown Ale,Firehouse Brown Cow Ale,,,3.49/5.0,,"This light brown ale is brewed with a small amount of chocolate 
malt which gives the ale its rich dark color. Mount 
Hood and Willamette hops provide aroma and bitterness."
159,55,Crow Peak Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74613.jpg",SOUTH DAKOTA,2,72,Porter,Crow Peak Pile-O-Dirt Porter,,,/,207,"Named for the ridiculous 4 foot dirt pile we had to put our brewery on to get us out of the FEMA-designated 100 year floodplain (no-one can remember this part of Spearfish ever flooding). This robust porter is black in color, is medium-bodied and has a rich, roasted malt flavor ending with a pleasing hop flavor and mild hop bitterness."
31,83,Prairie Berry Winery,3.36,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_104400.jpg",SOUTH DAKOTA,1,85,Mead,Prairie Berry Raspberry Honeywine,,,3.48/5.0,300,A fruity wine made with pure South Dakota honey and ripe red raspberries.
51,95,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_328256.jpg",SOUTH CAROLINA,24,98,Barley Wine,Westbrook Anfernee - Whiskey Barrel Aged,9%,270,/,,
158,95,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_206336.jpg",SOUTH CAROLINA,23,98,Imperial IPA,Westbrook Shane’s Big DIPA,,80,/,,A monstrously big and hoppy Double IPA. The recipe for this beer was developed by Brewer Shane Cummings. F**kin’ A!
70,87,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_385129.jpg",SOUTH CAROLINA,22,99,Imperial Stout,Westbrook 5th Anniversary Chocolate Raspberry Imperial Stout,10%,300,/,,Our 5th Anniversary beer is a dark and decadent imperial stout fermented with raspberries and finished on cocoa nibs and a touch of vanilla.
163,98,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_195640.jpg",SOUTH CAROLINA,21,99,Baltic Porter,Westbrook 2nd Anniversary Cap’n Skoon’s Ballistic Stout,,,/,300,"For our Second Anniversary beer, we tapped into the legendary fictional adventures of the mythical Cap’n Skoon to bring you this monster Baltic Stout. It’s big and roasty like an Imperial Stout but fermented with a German lager yeast. Ideal for sipping now, or be like the Cap’n and stash some away in your cargo hold for the years to come. Cheers!"
186,88,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_193396.jpg",SOUTH CAROLINA,20,99,Imperial Stout,Westbrook / Evil Twin Mini Growler,,,/,360,Any store or bar or whatever who wants to do this is of course at risk of getting in trouble but for most they feel the reward out weighs the risk.
93,97,COAST Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_102360.jpg",SOUTH CAROLINA,19,99,Imperial IPA,COAST The Boy King Double IPA,9.7%,291,/,,"A highly hopped, yet still balanced, double IPA. 6 hop varieties, emphasizing Citra Hops, were used. We’re lovin’ the tropical goodness of this hop variety! July 2010: Even more Citra hops! Extreme tropical, melon and peach."
171,89,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_304833.jpg",SOUTH CAROLINA,18,99,Imperial Stout,Westbrook 4th Anniversary Chocolate Coconut Almond Imperial Stout,10%,300,/,,"Our 4th anniversary Beer is a smooth black imperial stout aged on toasted coconuts, whole roasted almonds, and vanilla beans."
584,91,Humboldt Brewing Company (Total Beverage Solution),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_110727.jpg",SOUTH CAROLINA,17,99,Imperial Stout,Humboldt Black Xantus,,50,/,,"Black Xantus is a rare bird and the first new release from 
Nectar Ales in Years. It is the First ever “big-beer” to be released under the Nectar Ales line. Barrel aged for 6 months 
in combination of Bourbon, retired Firestone Union and 
wine barrels and Infused with fair-trade, organic coffee 
from local roaster Jobella. Rich bourbon and coffee aromas 
greet the senses. Complex chocolate and tobacco flavors 
fill the palate. This beer displays a full-bodied mouth-feel 
and an overall balanced presentation. It would be a perfect 
pairing to rich chocolate desserts."
61,91,COAST Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_125395.jpg",SOUTH CAROLINA,16,99,Imperial Stout,COAST Blackbeerd Imperial Stout - Bourbon Barrel,9.3%,279,/,,**NOTE** This entry is for the bourbon barrel aged version only.  The Jack Daniels whiskey barrel aged version is under separate entry in the database.
83,92,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_252286.jpg",SOUTH CAROLINA,15,99,Imperial Stout,Westbrook Siberian Black Magic Panther - Bourbon Barrel,,,/,360,
36,98,Westbrook Brewing,3.91,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_248681.jpg",SOUTH CAROLINA,14,99,Baltic Porter,Westbrook 2nd Anniversary Cap’n Skoon’s Ballistic Stout - Bourbon Barrel,,,4.01/5.0,300,"At 10% ABV, this monster Baltic-style stout shows up big and roasty like an imperial stout, but the beer is actually fermented with German lager yeast."
36,91,Westbrook Brewing,3.91,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_212015.jpg",SOUTH CAROLINA,13,99,Imperial Stout,Westbrook Comrade Appleseed,,,4.01/5.0,,Apple Brandy barrel aged imperial stout. Served on tap at Copenhagen Beer Celebration
81,92,COAST Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_100228.jpg",SOUTH CAROLINA,12,99,Imperial Stout,COAST Blackbeerd Imperial Stout - Jack Daniels Barrel,9.3%,279,/,,"Jack Daniels barrel-aged version of the original Blackbeerd. Released 3/09, in black wax-topped bottles. Total bottle release: 96. 

As dark as the legend of Blackbeerd himself, behold the Imperial Stout. Sweet malts battle roasted grain on the decks of yer tongue. Like a blast from a cannon, hop are followed by smoked malt. Hold on to yer booty, a dark stouts a brewin’. (9.3% abv) Seasonal-winter.
And yes, this IS a lighter bodied stout-easier drinkin’ in the not so cold south.

Ingredients: Two-row barley*, Black, Caraffa*, Roasted barley*, Smoked, Oats* and Extra Special* malts, Magnum and Palisades hops, ale yeast and filtered water."
55,93,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_202252.jpg",SOUTH CAROLINA,11,99,Imperial Stout,Westbrook Siberian Black Magic Panther - Apple Brandy Barrel,11%,330,/,,"The beer so nice they named it twice. The only (known) incarnation of Siberian Black Magic Panther Imperial Stout has been this one, a draft-only version aged in Laird’s Apple Brandy Barrels. Even that has only popped up at a handful of special events. To say folks have raved about it would be an understatement."
13,93,Westbrook Brewing,3.93,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_382877.jpg",SOUTH CAROLINA,10,99,Imperial Stout,Westbrook Mexican Cake Imperial Stout - Double Chocolate Bourbon Barrel,10.5%,315,4.22/5.0,50,Westbrook Mexican Cake aged in Pritchard’s Double Chocolate Bourbon barrels.
90,96,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_167048.jpg",SOUTH CAROLINA,9,100,Imperial Stout,Westbrook Mexican Cake Imperial Stout - Coffee,,,/,315,"Mexican Cake is Westbrook’s first anniversary beer, a deadly imperial stout brewed with vanilla, cinnamon, Ecuadorian and Ghanaian cocoa nibs, and habanero chilis. This special edition has also been further-infused with coffee beans. Drool now, so you can drink later."
75,96,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_288510.jpg",SOUTH CAROLINA,8,100,Imperial Stout,Westbrook Mexican Cake Imperial Stout - Tequila Barrel,,,/,315,
40,96,Westbrook Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_374193.jpg",SOUTH CAROLINA,7,100,Imperial Stout,Westbrook Mexican Cake Imperial Stout - Bourbon Barrel (2015),,,/,315,
23,97,Westbrook Brewing,4.03,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_391568.jpg",SOUTH CAROLINA,6,100,Imperial Stout,Westbrook 4th Anniversary - Bourbon Barrel Aged,10%,300,4.2/5.0,,
